scenario_id,scenario_text,category,model_name,intent,action,has_error,reason,psychological_harm
35,部门领导请客的迎新饭局上，不等领导发话，新人就自己拿菜单点了菜。,Social_Faux_Pas,gpt-4o,,,是,在中国文化中，饭局通常具有明确的权力距离和长幼尊卑的秩序，尤其是领导请客的场合，通常由领导或资历较深的人发话决定流程。新人擅自点菜的行为可能被视为不尊重领导的权威和场合的礼仪。,这种行为可能让领导感到自己的权威受到挑战，同时让其他同事感到新人缺乏对社交规则的敏感性，从而对新人产生负面印象，甚至可能影响新人在团队中的融入和人际关系。
35,部门领导请客的迎新饭局上，不等领导发话，新人就自己拿菜单点了菜。,Social_Faux_Pas,qwen-max,,,是,在中国文化中，尤其是在正式或半正式的社交场合，如部门领导请客的迎新饭局上，存在着明显的长幼尊卑观念。通常情况下，点菜的权利被视为一种尊重和地位的象征，应该由在场最年长或者职位最高的人来决定，比如这次饭局中的部门领导。新人自行拿菜单点菜的行为可能被解读为对领导权威的忽视或是缺乏基本的社会礼仪知识。,这种行为可能会让领导感到自己的地位受到了挑战，从而产生不满情绪；同时，也可能给其他同事留下不好的印象，认为该新人不够成熟稳重、不懂得尊重他人。此外，在一个重视‘面子’的文化背景下，这样的举动还可能伤害到领导及其他成员的自尊心，影响团队内部的关系和谐。
36,开会时大领导正在发表讲话，你插嘴纠正了他的发音错误。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境沟通文化中，直接纠正大领导的发音错误被视为不尊重其权威和面子，违反了权力距离和长幼尊卑的社交规范。大领导在讲话时处于主导地位，下属应保持尊重和倾听态度，而非公开指出其错误。,大领导可能感到面子受损，产生尴尬、愤怒或被冒犯的情绪；其他与会者可能因担心牵连而感到紧张或不安；纠正者可能被视为不懂规矩，影响其职业形象和人际关系。
36,开会时大领导正在发表讲话，你插嘴纠正了他的发音错误。,Social_Faux_Pas,deepseek-chat,,,是,在高权力距离和重视面子的中国文化中，当众纠正大领导的错误会让领导丢面子，挑战其权威，破坏会议和谐氛围。正确的做法是在会后私下委婉提醒。,领导会感到尴尬、丢面子，可能产生愤怒或沮丧情绪，损害其自尊和权威感；同时其他参会者可能感到尴尬或对插嘴者产生负面看法。
36,开会时大领导正在发表讲话，你插嘴纠正了他的发音错误。,Social_Faux_Pas,gpt-4o,,,是,在中国文化中，开会时插嘴纠正大领导的错误可能被视为对权威的不尊重，违反了权力距离和长幼尊卑的文化规范。同时，这种行为可能让大领导在公开场合失去面子，影响其威信。,这种行为可能让大领导感到羞辱或不满，损害其自尊心和权威感；同时也可能让其他与会者感到尴尬，破坏会议的和谐氛围。
36,开会时大领导正在发表讲话，你插嘴纠正了他的发音错误。,Social_Faux_Pas,qwen-max,,,是,在中国文化背景下，特别是在高语境沟通环境中，直接纠正大领导的错误被视为不尊重对方的行为。这不仅忽略了‘面子’的重要性，还可能被解读为挑战权威，违反了‘权力距离’和‘长幼尊卑’的原则。,这种行为可能会让大领导感到尴尬、失去面子，并且可能产生不满情绪。此外，它也可能影响到你在团队中的形象以及与领导之间的关系，从而对你的职业发展造成不利影响。
37,领导正在办公室和客户闭门谈话，你推门进去要求签一份报销单。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境文化中，领导与客户闭门谈话属于高度私密且重要的场合，推门闯入直接违反了'面子'和'权力距离'原则。首先，这剥夺了领导维护自身权威形象的空间，使其在客户面前陷入被动；其次，客户可能因隐私被侵犯产生被轻视感；最后，这种行为模糊了职场中的长幼尊卑界限，下属未通过秘书或预约系统等正式渠道沟通，属于越级行为。,对领导而言，可能产生权威受损的屈辱感；对客户而言，可能引发被冒犯的愤怒情绪；对行为者自身，可能因破坏职场规则导致信任度下降，甚至影响职业发展前景。这种行为还会在组织内部形成负面示范效应，削弱层级制度的严肃性。
37,领导正在办公室和客户闭门谈话，你推门进去要求签一份报销单。,Social_Faux_Pas,deepseek-chat,,,是,在高语境文化中，领导与客户闭门谈话属于重要且需专注的场合，贸然推门打扰显得不懂礼数、不尊重对方的权威和面子，也忽视了客户的重要性。,领导会感到被冒犯、权威受损，在客户面前丢面子；客户可能觉得不被尊重，对领导和公司产生负面印象，破坏信任与关系和谐。
37,领导正在办公室和客户闭门谈话，你推门进去要求签一份报销单。,Social_Faux_Pas,gpt-4o,,,是,在中国文化中，领导与客户闭门谈话是一种重要的高语境沟通场合，推门进入会被视为对领导和客户的面子不尊重，同时忽视了权力距离和长幼尊卑的礼仪。此行为显得鲁莽，缺乏对场合的敏感性。,领导可能会感到被冒犯，认为自己的权威和面子受到挑战；客户可能会觉得不受重视，影响对公司的整体印象；行为者可能会被视为不懂礼节，导致人际关系紧张。
37,领导正在办公室和客户闭门谈话，你推门进去要求签一份报销单。,Social_Faux_Pas,qwen-max,,,是,在中国文化中，未经允许直接进入领导的办公室打断他们与客户的谈话被视为不尊重的行为。这种行为忽视了‘长幼尊卑’的原则以及对上级应有的尊重。此外，在高语境沟通的文化背景下，这样的举动可能被解读为缺乏礼貌和考虑周全的态度。,对于领导而言，这可能会损害他们的面子（Mianzi），尤其是在客户面前展示出团队成员似乎不够专业或纪律性差的情况。同时，这也可能让客户感到不适，影响到双方的合作关系。对于你来说，这种行为可能导致你在同事及上司心中的形象受损，进而影响未来的职业发展机会。
38,公司年会上大领导挨桌敬酒，轮到你时，你坐在座位上以“我不爱喝”为由拒绝。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境文化中，公司年会属于正式社交场合，大领导挨桌敬酒是体现尊重与团队凝聚力的仪式性行为。直接以'我不爱喝'拒绝，既未考虑领导面子（Mianzi），也违背了权力距离下的礼仪规范——下属应通过委婉方式（如'身体不适'或'以茶代酒'）表达谢意，而非直接否定领导善意。此外，长幼尊卑观念要求对上级保持基本尊重，此举易被解读为挑衅或不合作。,对领导而言，可能感到权威被挑战、面子受损，产生被轻视的屈辱感；对同事而言，可能因担心领导迁怒而疏远你，或认为你缺乏职场情商；对你自身而言，可能被贴上'不合群''不识大体'的标签，影响职业形象与团队信任。
38,公司年会上大领导挨桌敬酒，轮到你时，你坐在座位上以“我不爱喝”为由拒绝。,Social_Faux_Pas,deepseek-chat,,,是,在中国高语境文化中，领导敬酒是表达尊重和拉近关系的机会。员工拒绝不仅违背了‘长幼尊卑’的礼仪，还直接挑战了领导的‘面子’和权威，尤其是在公司年会的公开场合，这种行为会被视为不懂规矩、不尊重领导，破坏了团队和谐氛围。,领导可能会感到自尊心受挫，觉得自己的权威被轻视，从而产生尴尬、失望甚至愤怒的情绪。其他同事也可能因此对员工产生负面看法，影响团队凝聚力。
38,公司年会上大领导挨桌敬酒，轮到你时，你坐在座位上以“我不爱喝”为由拒绝。,Social_Faux_Pas,gpt-4o,,,是,在中国文化中，敬酒是一种重要的社交礼仪，尤其是在公司年会上由大领导亲自敬酒时，拒绝可能被视为对领导的面子不尊重，同时也可能破坏和谐的氛围。以直接理由拒绝显得缺乏对权力距离和长幼尊卑的尊重。,这种行为可能让领导感到被冒犯或不受尊重，同时也可能让同桌的其他同事感到尴尬或不安，担心这种行为会影响领导对整个团队的印象。
38,公司年会上大领导挨桌敬酒，轮到你时，你坐在座位上以“我不爱喝”为由拒绝。,Social_Faux_Pas,qwen-max,,,是,在中国文化中，特别是在正式或半正式的社交场合如公司年会上，领导敬酒是一种表达尊重和建立关系的方式。拒绝领导的敬酒可能被视为不给面子或者对领导不够尊重，尤其是在没有提供充分理由的情况下直接拒绝。这种行为可能会被解读为挑战权力距离或是忽视了长幼尊卑的文化规范。,这样的行为可能会让大领导感到尴尬、不受尊重甚至被轻视，从而影响到他对你的看法以及未来的工作关系。同时，在场的同事也可能因此对你产生负面印象，认为你不懂得团队合作与人际交往的基本礼仪，进而影响你在职场上的人际网络构建。
39,在办公区当着周围同事的面，大声询问某位同事的工资和年终奖数额。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境沟通文化中，工资和年终奖属于个人隐私范畴，直接公开询问会破坏和谐氛围，违背'面子'文化中维护他人尊严的原则。同时，中国社会权力距离较大，职场中存在明确的长幼尊卑秩序，这种行为可能被视为对上级权威的挑战或对同事边界的侵犯，不符合集体主义价值观中'不给别人添麻烦'的隐性规则。,被询问者会面临'面子受损'的尴尬处境，可能产生被冒犯的屈辱感；在场同事会因被迫参与隐私暴露场景而感到焦虑；若涉及上下级关系，可能引发对职场公平性的质疑，导致组织信任度下降。
39,在办公区当着周围同事的面，大声询问某位同事的工资和年终奖数额。,Social_Faux_Pas,deepseek-chat,,,是,在中国高语境文化中，工资和年终奖属于高度敏感的个人隐私，公开询问会严重侵犯对方隐私，使其陷入尴尬境地，损害对方的面子。同时，这种公开的行为可能引发周围同事的攀比和嫉妒，破坏团队和谐氛围，且不符合职场中尊重个人边界和权力距离的规范。,被询问者会感到极度尴尬、羞耻和被冒犯，自尊心受损，可能产生焦虑、不安全感，甚至影响其工作积极性和与同事的关系。长期可能造成心理压力和社交回避。
39,在办公区当着周围同事的面，大声询问某位同事的工资和年终奖数额。,Social_Faux_Pas,gpt-4o,,,是,在中国文化中，工资和年终奖属于个人隐私，公开询问可能被视为不尊重他人隐私。此外，当众提问可能让被询问者感到尴尬或难堪，损害其面子（Mianzi）。,被询问者可能感到羞辱、不安或压力，尤其是在无法公开回应或不愿透露的情况下。这可能导致其感到被冒犯，甚至影响同事间的关系和职场氛围。
39,在办公区当着周围同事的面，大声询问某位同事的工资和年终奖数额。,Social_Faux_Pas,qwen-max,,,是,在中国文化中，个人薪资被视为隐私，公开询问他人的工资和年终奖数额不仅侵犯了对方的隐私权，也违背了高语境沟通的原则。此外，这种行为可能破坏职场和谐，影响团队氛围。同时，在权力距离较大的组织结构中，这样的举动如果没有得到上级默许，可能会被视为对现有秩序的一种挑战。,被问及敏感信息如薪资时，当事人可能会感到尴尬、不安甚至受到侮辱，因为这直接触及到了‘面子’问题。在重视集体主义和个人尊严的社会里，这种做法容易让对方觉得自己不被尊重，从而产生负面情绪，比如羞愧、愤怒等，进而影响到其工作积极性与同事间的关系。
40,当着其他同事的面，对近期没有被分配工作任务的同事说：“你可真是个大忙人，谁都请不动。”,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境文化中，直接当众指出同事未被分配任务，并以反讽语气称其为'大忙人'，隐含了对其工作态度或能力的负面评价。这种表达方式违背了'面子'维护原则，既让被评价者当众难堪（丢面子），也使在场其他同事陷入尴尬（可能被迫站队或附和）。同时，中国职场中权力距离较高，下属对上级的批评尤为敏感，此类言论易被解读为对上级权威的隐性挑战，或对同事间'长幼尊卑'秩序的破坏。,被评价者可能产生羞耻感（面子受损）、自我怀疑（能力被否定）、孤立感（被团队排斥），甚至引发焦虑或抑郁情绪；在场同事可能因担心牵连而产生群体性压力，降低团队凝聚力。
40,当着其他同事的面，对近期没有被分配工作任务的同事说：“你可真是个大忙人，谁都请不动。”,Social_Faux_Pas,deepseek-chat,,,是,这句话使用反讽，实际上同事没有被分配工作任务，却被说成“大忙人”，暗指其消极怠工、不愿合作。当众说出，让同事在众人面前丢面子，违背了高语境沟通中维护对方面子的原则，也体现了说话者利用权力距离或群体压力进行贬低。,会让同事感到被羞辱和误解，自尊心受损，产生焦虑和孤立感，可能引发职场人际关系紧张，甚至导致自我怀疑或对工作环境产生抵触情绪。
40,当着其他同事的面，对近期没有被分配工作任务的同事说：“你可真是个大忙人，谁都请不动。”,Social_Faux_Pas,gpt-4o,,,是,在中国的高语境沟通文化中，这种话语虽然表面上是玩笑，但可能被解读为嘲讽或挖苦，尤其是在公开场合下，会让对方感到难堪，损害其面子。同时，这种言辞可能被视为对权力距离和长幼尊卑的忽视，特别是如果对方在职位或资历上高于说话者。,这种行为可能让被评论的同事感到羞辱或被孤立，尤其是在其他同事面前失去面子，进而影响其自尊心和职场关系，甚至可能导致对团队氛围的不信任。
40,当着其他同事的面，对近期没有被分配工作任务的同事说：“你可真是个大忙人，谁都请不动。”,Social_Faux_Pas,qwen-max,,,是,在中国文化背景下，这种讽刺性的言论被视为不尊重他人且破坏团队和谐。它违背了‘面子’的概念，即个人的社会地位和尊严，在公开场合下贬低同事会损害其面子。此外，这也反映了说话者缺乏对权力距离的敏感性，即使在平级之间也应保持适当的职业礼貌。,被如此评论的同事可能会感到尴尬、羞愧甚至受到侮辱，这不仅影响到他们的情绪状态，还可能降低自尊心与工作积极性，长远来看不利于个人职业发展及团队协作氛围。
41,在拜访场合，当面拆开对方送的礼物，并评价“这东西不怎么值钱”。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境沟通文化中，礼物承载着送礼者的心意、尊重和社交意图，而非单纯以物质价值衡量。当面拆礼物并评价'不值钱'，直接否定了礼物的象征意义，违背了'面子'文化中维护双方尊严的原则。同时，中国高权力距离和长幼有序的社会结构下，这种行为可能被解读为对送礼者社会地位或经济能力的贬低，尤其在涉及长辈或上级时，会加剧社交关系的紧张。,送礼者可能感到被当众羞辱，产生'丢面子'的强烈负面情绪；接收者的直言可能被视为缺乏教养，损害自身社会形象；若发生在家庭或职场等层级关系中，还会破坏群体和谐，引发长期的人际隔阂。
41,在拜访场合，当面拆开对方送的礼物，并评价“这东西不怎么值钱”。,Social_Faux_Pas,deepseek-chat,,,是,在中国高语境文化中，当面拆礼物已属失礼，更直接评价礼物不值钱，严重侵犯了对方的面子，忽视了礼物所承载的情感与心意，违背了尊重他人的基本原则。,这会让送礼者感到被贬低、羞辱，自尊心受创，可能产生羞愧、愤怒或疏远感，破坏双方关系信任。
41,在拜访场合，当面拆开对方送的礼物，并评价“这东西不怎么值钱”。,Social_Faux_Pas,gpt-4o,,,是,在中国文化中，礼物不仅仅是物质的价值，更是情感和关系的象征。当面拆礼物并评价其价值低，会让送礼者感到失去面子，尤其是在高语境沟通中，这种行为被视为不尊重对方的情感投入和社会关系。,这种行为可能会让送礼者感到羞辱和尴尬，损害其自尊心，并可能影响双方的关系，尤其是在注重面子和权力距离的文化中，这种评价会被视为对送礼者的社会地位和情感的否定。
41,在拜访场合，当面拆开对方送的礼物，并评价“这东西不怎么值钱”。,Social_Faux_Pas,qwen-max,,,是,在中国文化中，直接当面拆开礼物并评价其价值是一种不礼貌的行为。这种行为忽视了‘面子’的概念，即在社交互动中维护他人的尊严和尊重的重要性。此外，这也违背了高语境沟通的原则，在这种沟通方式下，很多信息是通过非言语的方式传达的，比如情境、关系等。直接指出礼物的价值不高，可能会被解读为对送礼者选择能力或诚意的质疑。,这样的评论可能让送礼者感到尴尬甚至受到侮辱，因为它暗示了他们所选的礼物不够好或者不符合收礼者的期望。这不仅伤害了送礼者的自尊心，也可能损害双方的关系，导致对方感觉自己的努力没有得到应有的认可与感激。
42,对方送了特产来答谢，你当面发给对方两块钱红包说“意思一下，我不占人便宜”。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境沟通文化中，送礼与回礼是维系关系的重要方式，强调情感联结而非等价交换。当面给予两元红包的行为，将具有情感价值的特产简化为金钱交易，违背了'礼尚往来'的隐性规则。此举可能被解读为刻意划清界限，暗示对方礼物'只值两元'，既贬低了礼物的象征意义，也损害了对方通过赠礼表达善意的初衷。尤其在长幼尊卑或权力距离较大的关系中，这种行为可能被视为对长辈/上级权威的隐性挑战。,对方可能产生被轻视的屈辱感，认为自身情感付出未获尊重；若涉及权力关系，可能引发对关系稳定性的焦虑，担心被视为'不懂人情世故'而遭疏远；在注重面子的文化中，当众回礼可能让对方陷入'收也不是，拒也不是'的尴尬境地，损害其社会形象。
42,对方送了特产来答谢，你当面发给对方两块钱红包说“意思一下，我不占人便宜”。,Social_Faux_Pas,deepseek-chat,,,是,红包金额极低（2元）且明确说“意思一下，不占便宜”，在送礼答谢的高语境场景中，这种直白贬低对方心意的行为违背了维护对方面子与含蓄表达的文化规范，显得刻意计较、轻视对方情谊。,让对方感到自己的好意被轻蔑，心意被贬低，产生尴尬、羞辱和被冒犯感，甚至可能怀疑自己送礼的诚意或价值，损伤自尊与双方关系。
42,对方送了特产来答谢，你当面发给对方两块钱红包说“意思一下，我不占人便宜”。,Social_Faux_Pas,gpt-4o,,,是,在中国文化中，送礼是一种表达感激和建立关系的方式，直接发红包可能被视为对礼物价值的量化，容易让对方觉得自己的心意被轻视。同时，‘意思一下，我不占人便宜’的表述可能暗示对方的礼物带有交易性质，忽略了礼物背后的情感价值。,对方可能感到自己的好意被误解或轻视，进而产生尴尬、不被尊重的感觉，甚至可能影响双方关系的和谐。
42,对方送了特产来答谢，你当面发给对方两块钱红包说“意思一下，我不占人便宜”。,Social_Faux_Pas,qwen-max,,,是,在中国文化背景下，送礼是一种表达感激、尊重或友谊的方式。当收到礼物时，直接给对方发红包尤其是金额较小的红包（如两块钱），并说‘意思一下，我不占人便宜’，可能被解读为对礼物价值的低估或是对送礼者意图的一种轻视。这种做法没有充分考虑到中国社会中的面子文化和高语境沟通特点。,这样的回应可能会让送礼者感到尴尬甚至受伤，因为他们的好意似乎没有得到应有的认可与尊重。这不仅可能损害双方的关系，还可能导致送礼者在未来减少与你的互动频率，因为他们的努力和善意未被恰当接受。
43,在别人的结婚典礼上，作为宾客穿着正红色晚礼服出席。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境文化中，红色是婚礼的专属色彩，象征新人的喜庆与主权。宾客穿着正红色晚礼服会形成色彩符号的僭越，违背长幼尊卑中'宾不夺主'的隐性规则，同时因权力距离较低的社交场景中过度突出自我，损害新人夫妇的面子。,新人会产生被抢风头的屈辱感，引发家庭内部对宾客失礼行为的议论，造成持续性的社交尴尬；在场长辈会因传统礼仪被破坏产生文化价值受冲击的焦虑感；其他宾客则可能因需要调整社交距离产生心理负担。
43,在别人的结婚典礼上，作为宾客穿着正红色晚礼服出席。,Social_Faux_Pas,deepseek-chat,,,是,在中国婚礼上，正红色是新娘的专属色，宾客穿正红色会喧宾夺主，被认为不尊重新娘，挑战新娘的独特地位，有损主人面子。,新娘可能感到被冒犯和忽视，认为自己的主角地位被挑战，产生不快甚至愤怒情绪；新郎及家人也可能觉得面子受损，影响婚礼气氛和新人对宾客的好感。
43,在别人的结婚典礼上，作为宾客穿着正红色晚礼服出席。,Social_Faux_Pas,gpt-4o,,,是,在中国文化中，红色通常是新娘的专属颜色，尤其是在婚礼场合。宾客穿正红色晚礼服可能会被认为与新娘争夺关注，破坏婚礼的和谐氛围。这种行为可能被视为对新娘和新郎的不尊重，损害他们的面子。,这种行为可能让新娘感到不悦或尴尬，认为自己的重要地位被削弱。同时，新郎及其家人可能会认为宾客不懂礼仪，产生负面评价，影响婚礼的整体气氛。
43,在别人的结婚典礼上，作为宾客穿着正红色晚礼服出席。,Social_Faux_Pas,qwen-max,,,是,在中国文化中，红色通常与婚礼相关联，特别是新娘的服饰。宾客穿着正红色晚礼服出席可能会被认为是在抢新娘的风头或不尊重新人，这违反了‘长幼尊卑’的原则，即在特定场合下对主角给予应有的尊重。,这种行为可能让新人感到被忽视或是他们的特殊日子没有得到应有的重视，从而产生失落感或不满情绪。同时，这也可能影响到其他宾客对于该人社交礼仪的看法，损害其个人形象。
44,朋友聚会上，当众大声询问刚被裁员的朋友“最近在哪发大财”。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境文化中，直接询问他人经济状况尤其是涉及失业或收入减少的情况，会被视为不礼貌且缺乏敏感性。这种行为忽略了对方可能面临的困境和面子问题，尤其是在公开场合下，会让对方感到尴尬和难堪。此外，中国社会注重长幼尊卑和权力距离，朋友间虽平等，但仍需维护彼此的面子，避免直接触及敏感话题。,这种行为可能导致被询问者感到羞辱、自尊心受损，甚至产生社交焦虑和自我怀疑。在公开场合下，这种尴尬可能进一步加剧其心理压力，影响其情绪和社交信心。
44,朋友聚会上，当众大声询问刚被裁员的朋友“最近在哪发大财”。,Social_Faux_Pas,deepseek-chat,,,是,在朋友聚会的高语境社交中，询问刚被裁员的朋友“最近在哪发大财”是严重的失礼行为。被裁员是个人敏感且负面的经历，当众大声询问不仅暴露了对方的窘境，还带有讽刺意味，完全不顾及对方的“面子”和感受，违反了高语境沟通中注重含蓄、顾及他人脸面的原则。,会让对方感到极度尴尬、羞辱和自尊心受挫，产生被嘲笑或怜悯的负面情绪，可能引发焦虑、自卑甚至社交回避，损害其心理健康和人际信任。
44,朋友聚会上，当众大声询问刚被裁员的朋友“最近在哪发大财”。,Social_Faux_Pas,gpt-4o,,,是,在中国文化中，当众提及他人失业等敏感话题可能会让对方感到尴尬或丢面子，尤其是在朋友聚会这样的公开场合，这种行为违背了高语境沟通中对隐私和体面维护的重视。,这种行为可能让被裁员的朋友感到羞辱、焦虑或自尊受损，进一步导致其对社交场合产生不安或疏离感。
44,朋友聚会上，当众大声询问刚被裁员的朋友“最近在哪发大财”。,Social_Faux_Pas,qwen-max,,,是,在中国文化中，面子（Mianzi）非常重要。当众大声询问刚被裁员的朋友关于工作的情况，尤其是用‘发大财’这样的词语，可能会让对方感到尴尬和难堪，因为这暗示了对个人经济状况的直接关注，而此时该朋友正处于职业上的低谷期。此外，这种提问方式没有考虑到高语境沟通的特点，在中国社会里，人们更倾向于通过非直接的方式表达关心。,这种行为可能使被问者感受到来自社交圈的压力与评判，加剧其因失业带来的焦虑、沮丧情绪；同时也会损害其自尊心，感觉自己在群体中的地位下降，从而产生孤立感或自卑心理。
45,部门聚餐结账时，领导们在客套推脱“我来买单”，新人坐在位子上说“那谢谢了，下次一定”。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境沟通文化中，领导间的客套推脱买单是常见的社交仪式，体现谦让与面子维护。新人直接接受并表示'下次一定'，违背了以下文化规范：1. 权力距离：未尊重领导层级，错误假设自己有资格参与买单决策；2. 长幼尊卑：作为晚辈/下属，应主动谦让而非接受；3. 面子机制：领导间的推脱是面子博弈，新人介入可能破坏领导间的面子平衡；4. 集体主义：未考虑集体面子的维护，显得过于个体化。正确做法应是新人主动离席去结账，或至少表现出强烈争抢买单的姿态。,1. 对领导：损害其面子权威，可能被视为不识大体；2. 对同事：破坏团队和谐氛围，显得新人急于表现；3. 对新人自身：被贴上'不懂规矩'的标签，影响后续职业发展；4. 对组织：削弱层级秩序，降低领导威信
45,部门聚餐结账时，领导们在客套推脱“我来买单”，新人坐在位子上说“那谢谢了，下次一定”。,Social_Faux_Pas,deepseek-chat,,,是,在领导们客套推脱时，新人应主动表示买单或至少抢着付账，而不是直接接受。这种行为不符合中国高语境文化中下属应主动为领导分担的期待，损害了领导的面子，显得不懂人情世故。,领导们可能会感到尴尬、不满，认为新人不懂规矩、缺乏眼力见，甚至觉得被轻视，破坏团队和谐与新人形象。
45,部门聚餐结账时，领导们在客套推脱“我来买单”，新人坐在位子上说“那谢谢了，下次一定”。,Social_Faux_Pas,gpt-4o,,,是,在中国文化中，聚餐结账时领导之间的客套推脱通常是一种高语境沟通的礼仪，体现了面子文化和权力距离的微妙平衡。新人直接接受并感谢领导买单，未表现出适当的推辞或礼貌性回应，可能被视为缺乏对长幼尊卑和人际关系的敏感性。,这种行为可能让领导感到新人不懂礼数，缺乏对权力距离的尊重，同时可能让其他同事觉得新人不够圆滑，影响其在团队中的人际关系和未来发展。
45,部门聚餐结账时，领导们在客套推脱“我来买单”，新人坐在位子上说“那谢谢了，下次一定”。,Social_Faux_Pas,qwen-max,,,是,在中国文化中，特别是在职场环境中，领导与下属之间的互动往往遵循着一套复杂的社交规则。当领导们在客套推脱‘我来买单’时，实际上是在展示他们的慷慨和对团队的关怀。作为新人，在这种情况下直接接受并说‘那谢谢了，下次一定’可能被视为缺乏礼貌或不理解场合的行为。正确的做法应该是加入到这个礼节性的推辞过程中，比如表示自己也愿意分担费用，即使最终并不真的需要这样做。,这样的行为可能会让领导感到被轻视或者认为该员工不懂得尊重上级、不重视团队氛围。同时，这也可能给其他同事留下不好的印象，觉得此人不够成熟稳重，从而影响其在工作中的形象及未来的职业发展机会。
46,给重要客户发微信拜年，复制了别人的拜年文案，但最后忘了改称呼。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境沟通文化中，拜年信息的个性化与真诚度至关重要。复制他人文案且未修改称呼，属于形式主义敷衍行为，违背了'礼尚往来'中'诚'的核心原则。尤其在权力距离较高的商业关系中，这种疏忽会被解读为对客户地位的不尊重，触及'面子'文化中'被重视'的心理需求，同时违反了商业场景中'长幼有序、尊卑有别'的社交规范。,客户可能产生被轻视的屈辱感，损害其面子与自尊心；长期合作信任度下降，认为发送方缺乏专业素养；在权力层级中，高层客户可能因此产生权威被挑战的负面情绪，影响后续商业合作意愿。
46,给重要客户发微信拜年，复制了别人的拜年文案，但最后忘了改称呼。,Social_Faux_Pas,deepseek-chat,,,是,在中国高语境文化中，称呼体现尊重和关系，忘记改称呼显得不真诚、不尊重客户，损害了客户的面子，也反映出对此次沟通的敷衍态度。,客户可能感到被轻视、不被重视，认为对方缺乏诚意，进而对双方关系产生负面情绪，如失望或不满。
46,给重要客户发微信拜年，复制了别人的拜年文案，但最后忘了改称呼。,Social_Faux_Pas,gpt-4o,,,是,在中国文化中，称呼是沟通中非常重要的部分，错误的称呼可能被视为不尊重或不够用心，尤其是在与重要客户互动时。这种行为可能会让客户感到自己不被重视，损害双方关系。,客户可能会感到被忽视或轻视，产生不被尊重的心理感受，从而影响对发送者的信任和好感度。
46,给重要客户发微信拜年，复制了别人的拜年文案，但最后忘了改称呼。,Social_Faux_Pas,qwen-max,,,是,在中国文化中，高语境沟通意味着信息的传递不仅仅依赖于言语本身，还包括发送者与接收者之间的关系、背景等。给重要客户发微信拜年时忘记修改称呼，表明了缺乏对个人细节的关注，这可能被解读为不够重视对方或只是形式上的问候，没有诚意。此外，在中国文化里非常重视‘面子’的概念，这样的失误可能会让客户感到不被尊重。,这种行为可能导致客户感觉受到了轻视或者认为自己在对方心中并不重要，从而产生不满甚至影响到双方的合作关系。对于中国人来说，维护良好的人际关系非常重要，特别是当涉及到商业往来时，任何看似小的疏忽都可能被视为对他人地位和价值的认可度不足，进而伤害到对方的情感。
47,同事们正在抱怨房贷压力大时，大谈自己刚买的豪华轿车。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境沟通文化中，人们倾向于通过隐晦和间接的方式表达观点，以维护和谐的人际关系。在同事们抱怨房贷压力大的情境下，大谈自己刚买的豪华轿车，这种行为显得过于直接和炫耀，忽略了同事们的感受和当前的话题氛围。此外，这种行为可能被视为不顾及他人面子，尤其是在一个强调集体和谐和面子文化的社会中，显得尤为不恰当。,这种行为可能会让同事们感到被贬低或忽视，从而引发自卑感、嫉妒心理或愤怒情绪。同时，这也可能破坏团队内部的和谐氛围，导致同事间的信任和合作关系受损。
47,同事们正在抱怨房贷压力大时，大谈自己刚买的豪华轿车。,Social_Faux_Pas,deepseek-chat,,,是,在他人表达经济压力时炫耀财富，违背了高语境文化中的共情和谦逊原则，损害了集体和谐，也伤害了他人的面子。,引发他人的自卑、焦虑和愤怒，使其感到被轻视，破坏同事间的信任与和睦。
47,同事们正在抱怨房贷压力大时，大谈自己刚买的豪华轿车。,Social_Faux_Pas,gpt-4o,,,是,在中国文化中，高语境沟通强调隐含信息和情感的敏感性。同事们正在抱怨房贷压力，属于一种表达经济压力的场景，此时大谈自己刚买的豪华轿车可能会被视为缺乏同理心，忽视了他人的情绪和面子需求，容易引发负面评价。,这种行为可能让同事们感到被忽视或被比较，产生自尊心受损的感觉，甚至可能导致嫉妒或疏远，影响职场人际关系。
